LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default,total_bill,total_payment,debt_ratio,avg_delay,payment_ratio
20000,1,2,1,43,2,2,2,14301,17069,17818,3000,1300,3000,1,49188,7300,2.4594,2,0.1484101813
160000,1,4,1,47,-1,-1,-1,386,907,3707,907,3707,6991,0,5000,11605,0.03125,-1,2.321
30000,1,2,2,29,3,3,3,33666,32875,32101,0,0,0,1,98642,0,3.288066667,3,0
90000,1,1,2,29,2,2,2,11512,12524,13523,1500,1500,700,1,37559,3700,0.4173222222,2,0.09851167496
20000,1,2,1,43,0,0,0,12721,14102,14870,1600,1300,1500,1,41693,4400,2.08465,0,0.105533303
100000,1,3,2,30,0,0,0,37709,39588,42455,2500,3500,3420,1,119752,9420,1.19752,0,0.07866256931
20000,1,3,1,40,3,2,2,300,300,300,0,0,0,1,900,0,0.045,2.333333333,0
300000,1,3,1,40,0,0,0,39883,42349,44095,3000,2600,3000,0,126327,8600,0.42109,0,0.06807729147
70000,1,2,2,31,0,0,0,67958,66157,67569,2500,2486,2700,0,201684,7686,2.8812,0,0.0381091212
10000,1,1,1,42,3,3,2,6744,6494,6247,0,0,2000,0,19485,2000,1.9485,2.666666667,0.1026430588
50000,1,2,2,42,0,0,0,7217,8291,9649,1200,1500,1500,0,25157,4200,0.50314,0,0.1669515443
280000,1,2,1,40,1,2,0,238094,228523,191098,0,8000,6000,0,657715,14000,2.348982143,1,0.02128581528
10000,1,3,2,44,1,2,0,7816,7542,8561,0,1149,1159,0,23919,2308,2.3919,1,0.09649232827
10000,1,2,1,29,0,0,0,8275,8409,8600,2800,2000,1500,1,25284,6300,2.5284,0,0.2491694352
20000,1,1,2,29,0,0,0,13835,14897,17512,1600,3170,0,0,46244,4770,2.3122,0,0.1031485166
200000,1,1,2,30,0,0,0,70185,71417,73534,3000,3000,2000,0,215136,8000,1.07568,0,0.03718578016
140000,1,2,1,34,0,0,0,70649,72069,74140,3100,3140,3421,0,216858,9661,1.548985714,0,0.04454988979
100000,1,1,2,32,0,0,0,83845,87580,84140,4500,3300,3881,0,255565,11681,2.55565,0,0.04570657171
170000,1,1,2,33,-1,-1,-1,2371,316,316,316,316,316,0,3003,948,0.01766470588,-1,0.3156843157
160000,1,3,1,33,-1,-1,-1,326,326,326,326,326,326,0,978,978,0.0061125,-1,1
190000,1,2,2,38,0,0,0,3816,4575,5029,1100,1300,2000,0,13420,4400,0.07063157895,0,0.3278688525
180000,1,2,2,36,0,0,0,134496,136613,133557,6600,6600,6000,0,404666,19200,2.248144444,0,0.04744653616
500000,1,1,1,36,1,-2,-2,-44,-44,-44,0,0,0,0,-132,0,-0.000264,-1,0
340000,1,1,1,42,-2,-2,-2,6888,2913,340,2913,340,2823,0,10141,6076,0.02982647059,-2,0.5991519574
120000,1,3,1,42,2,2,-2,61650,0,0,0,0,0,1,61650,0,0.51375,0.6666666667,0
180000,1,1,1,38,0,0,0,21336,22376,23412,1400,1400,2000,0,67124,4800,0.3729111111,0,0.07150944521
200000,1,3,1,48,-2,-2,-2,2772,3831,8640,4127,8683,436,0,15243,13246,0.076215,-2,0.8689890442
230000,1,1,1,45,0,0,0,24901,26071,27937,1500,2200,2000,0,78909,5700,0.3430826087,0,0.07223510626
120000,1,1,2,27,0,0,0,45375,52437,50473,12000,5024,5000,0,148285,22024,1.235708333,0,0.1485248002
150000,1,1,2,46,0,0,0,69627,49082,50170,5000,3000,3000,0,168879,11000,1.12586,0,0.0651353928
80000,1,2,2,27,1,2,-1,3751,832,2696,2,2704,1461,1,7279,4167,0.0909875,0.6666666667,0.5724687457
90000,1,2,2,27,0,0,2,49271,51425,47756,3011,1207,1619,0,148452,5837,1.649466667,0.6666666667,0.03931910651
200000,1,1,2,28,-1,-1,-1,5838,2256,9552,2256,9588,5135,0,17646,16979,0.08823,-1,0.9622010654
240000,1,3,2,28,0,0,-1,22334,13842,1425,3851,1467,10594,0,37601,15912,0.1566708333,-0.3333333333,0.4231802346
120000,1,1,2,28,0,0,0,120942,118576,118240,4585,5923,4533,0,357758,15041,2.981316667,0,0.04204238619
120000,1,2,2,29,1,-1,-1,0,326,326,652,326,652,1,652,1630,0.005433333333,-0.3333333333,2.5
230000,1,1,1,29,2,0,0,306836,295324,303082,9062,10978,10361,0,905242,30401,3.935834783,0.6666666667,0.03358328491
230000,1,1,2,34,-1,-1,-1,476,476,476,476,476,476,0,1428,1428,0.006208695652,-1,1
250000,1,1,2,32,3,2,2,2500,2500,2500,0,0,0,1,7500,0,0.03,2.333333333,0
330000,1,1,2,32,0,0,-2,16352,0,0,0,0,0,1,16352,0,0.04955151515,-0.6666666667,0
470000,1,2,1,32,0,0,0,176838,181224,143173,9000,7000,6000,0,501235,22000,1.066457447,0,0.04389158778
310000,1,1,1,33,2,2,-2,2500,0,0,0,0,0,1,2500,0,0.008064516129,0.6666666667,0
20000,1,3,1,48,-1,0,-1,1522,1261,1261,1000,1261,2126,1,4044,4387,0.2022,-0.6666666667,1.084817013
150000,1,3,2,45,-1,-1,-1,6129,6051,5901,6051,5901,671,0,18081,12623,0.12054,-1,0.698136165
30000,1,2,1,35,1,-1,-1,0,26232,29093,26232,3300,0,1,55325,29532,1.844166667,-0.3333333333,0.5337912336
330000,1,1,1,37,-1,-1,-1,694,0,2023,0,2023,0,0,2717,2023,0.008233333333,-1,0.7445712183
180000,1,1,1,42,-1,-1,-1,1568,1550,-18,1550,0,0,0,3100,1550,0.01722222222,-1,0.5
360000,1,2,1,38,-2,-2,-2,1288,2508,2500,2520,2500,0,0,6296,5020,0.01748888889,-2,0.7973316391
150000,1,2,1,43,0,0,0,122084,126042,128706,5000,3700,3719,0,376832,12419,2.512213333,0,0.03295633067
280000,1,3,3,42,1,-2,-1,-81,-191,5612,0,6100,4000,0,5340,10100,0.01907142857,-0.6666666667,1.891385768
130000,1,3,1,39,0,-1,-1,51790,390,390,390,390,390,0,52570,1170,0.4043846154,-0.6666666667,0.02225603957
240000,1,2,1,47,0,0,2,125055,133825,136232,12400,6000,0,0,395112,18400,1.6463,0.6666666667,0.04656907409
90000,1,2,1,41,0,0,-1,3014,-200,76674,1757,76651.02,2836,0,79488,81244.02,0.8832,-0.3333333333,1.022091636
190000,1,2,1,41,0,0,0,66506,67540,116043,3000,50030,130,0,250089,53160,1.316257895,0,0.2125643271
20000,1,1,1,41,0,0,0,19796,18510,16077,1507,4011,5066,0,54383,10584,2.71915,0,0.1946196422
50000,1,2,1,40,0,0,2,42511,46526,46831,5000,2175,5520,1,135868,12695,2.71736,0.6666666667,0.09343627639
160000,1,1,2,27,-1,-1,-1,1111,1111,0,1111,0,6795,0,2222,7906,0.0138875,-1,3.558055806
60000,1,3,2,31,2,2,2,31649,30841,34336,0,4000,0,1,96826,4000,1.613766667,2,0.04131121806
150000,1,1,2,27,0,0,0,56918,58368,59830,3000,3000,2000,0,175116,8000,1.16744,0,0.04568400375
100000,1,1,2,27,2,0,0,34694,36014,39321,1900,4200,900,1,110029,7000,1.10029,0.6666666667,0.0636195912
60000,1,2,1,35,2,2,2,20195,21267,21332,1700,700,1000,0,62794,3400,1.046566667,2,0.05414530051
220000,1,1,1,37,-1,-1,-1,8821,17039,7113,20059,7540,9571,0,32973,37170,0.1498772727,-1,1.127285961
130000,1,1,2,49,2,2,2,68739,70024,68345,3000,0,5900,1,207108,8900,1.593138462,2,0.04297274852
10000,1,3,2,42,1,2,2,8090,6339,8623,0,2586,0,1,23052,2586,2.3052,1.666666667,0.1121811556
200000,1,3,2,31,0,0,0,6492,6069,-200,1050,0,1302,0,12361,2352,0.061805,0,0.1902758676
150000,1,3,1,42,0,0,0,148826,148568,151864,6000,6012,5012,0,449258,17024,2.995053333,0,0.03789359344
100000,1,1,2,32,0,0,0,26650,26127,26608,2000,2000,2000,0,79385,6000,0.79385,0,0.07558102916
300000,1,2,2,36,2,2,2,285177,291282,293497,13003,9003,8114,1,869956,30120,2.899853333,2,0.03462244068
160000,1,1,2,30,1,-1,-1,0,650,0,650,0,650,1,650,1300,0.0040625,-0.3333333333,2
500000,1,1,2,31,0,0,-1,30056,18415,1697,6000,1697,0,0,50168,7697,0.100336,-0.3333333333,0.1534244937
80000,1,3,2,34,0,0,0,72463,77862,78520,7000,3000,3000,1,228845,13000,2.8605625,0,0.05680700911
90000,1,2,1,31,0,0,2,77107,93894,91508,20000,0,3752,0,262509,23752,2.916766667,0.6666666667,0.09048070733
320000,1,1,1,33,-2,-2,-2,1877,4094,4664,4114,4687,3985,0,10635,12786,0.033234375,-2,1.2022567
390000,1,1,1,35,-1,-1,0,14673,83728,67892,66522.18,2637,2576,0,166293,71735.18,0.4263923077,-0.6666666667,0.43137823
30000,1,2,1,40,1,3,3,14557,14039,13528,0,0,800,1,42124,800,1.404133333,2.333333333,0.01899154876
170000,1,2,1,34,1,-2,-1,-8,-8,2698,0,2706,6954,0,2682,9660,0.01577647059,-0.6666666667,3.601789709
200000,1,1,2,36,2,2,2,89082,91055,89064,4000,0,3000,1,269201,7000,1.346005,2,0.02600287518
380000,1,4,1,48,-1,-1,-1,17670,10179,11824,10233,13826,24071,0,39673,48130,0.1044026316,-1,1.213167646
260000,1,1,1,43,-1,-1,-2,1350,0,0,0,0,0,0,1350,0,0.005192307692,-1.333333333,0
360000,1,1,1,32,-1,-1,-1,7462,2708,5562,2721,5588,3924,0,15732,12233,0.0437,-1,0.7775870837
240000,1,1,1,35,-1,-1,-1,2024,2007,21790,2017,21817,1120,0,25821,24954,0.1075875,-1,0.9664226792
100000,1,1,2,31,1,2,2,20505,22553,21904,2700,0,2000,0,64962,4700,0.64962,1.666666667,0.07234998922
90000,1,2,1,39,0,0,0,88081,83960,84963,3244,2600,2037,1,257004,7881,2.8556,0,0.03066489238
290000,1,2,2,38,-1,-1,-1,72607,1995,2791,2003,2803,4680,0,77393,9486,0.2668724138,-1,0.1225692246
80000,1,3,2,42,0,0,2,11204,17587,17405,6922,441,3450,0,46196,10813,0.57745,0.6666666667,0.2340678847
240000,1,1,1,39,-1,-1,-1,14719,3192,4389,3192,4397,10179,0,22300,17768,0.09291666667,-1,0.7967713004
30000,1,1,2,29,0,0,0,17960,18968,19958,1610,1600,2050,0,56886,5260,1.8962,0,0.09246563302
30000,1,2,1,42,2,0,0,29492,29329,30720,1488,1879,1624,0,89541,4991,2.9847,0.6666666667,0.05573982868
50000,1,2,2,33,0,0,0,18844,20039,21076,1500,1371,2000,1,59959,4871,1.19918,0,0.08123884655
180000,1,3,1,37,-1,-1,-1,1170,420,2745,420,2745,1000,1,4335,4165,0.02408333333,-1,0.9607843137
310000,1,2,1,32,0,0,0,11416,15864,18599,5000,3000,3000,0,45879,11000,0.1479967742,0,0.2397611107
80000,1,1,2,35,0,0,0,52132,52568,54108,3000,3000,3000,0,158808,9000,1.9851,0,0.05667220795
50000,1,2,1,42,1,2,0,49559,48019,45368,0,2200,0,0,142946,2200,2.85892,1,0.01539042715
390000,1,3,2,35,0,0,0,55213,59122,72930,10000,20000,10000,0,187265,40000,0.4801666667,0,0.2136010466
440000,1,1,2,39,0,0,0,120448,115977,104887,3939,3506,3589,0,341312,11034,0.7757090909,0,0.03232819239
50000,1,2,2,30,1,-1,-1,0,676,-104,676,0,10500,0,572,11176,0.01144,-0.3333333333,19.53846154
210000,1,1,1,33,0,0,0,154714,150011,139854,4830,4700,4515,0,444579,14045,2.117042857,0,0.03159168562
230000,1,3,2,34,0,0,0,137122,138268,127797,6700,6500,6513,0,403187,19713,1.752986957,0,0.04889294546
50000,1,2,1,43,0,0,0,27681,28287,28924,1458,1485,1472,0,84892,4415,1.69784,0,0.05200725628
100000,1,3,2,48,-1,-1,2,390,780,390,780,0,0,1,1560,780,0.0156,0,0.5
80000,1,1,1,46,2,2,2,40509,40551,42592,1000,3000,1700,0,123652,5700,1.54565,2,0.04609711125
250000,1,3,1,28,0,0,0,249827,191305,90497,8500,3899,3913,0,531629,16312,2.126516,0,0.03068305153
150000,1,3,1,45,-2,-2,-2,389,349,8362,350,8403,886,0,9100,9639,0.06066666667,-2,1.059230769
140000,1,3,1,42,0,0,0,137952,141168,143215,7000,6110,5000,0,422335,18110,3.016678571,0,0.04288065162
530000,1,1,1,35,0,0,0,339912,335081,325030.39,12188,12639,11123,0,1000023.39,35950,1.886836585,0,0.03594915915
20000,1,1,2,30,2,2,2,16855,17272,19820,1000,2832,0,1,53947,3832,2.69735,2,0.07103268022
130000,1,1,1,29,0,0,0,71051,67664,66258,3000,3000,6000,0,204973,12000,1.576715385,0,0.05854429608
20000,1,3,2,34,1,3,3,15526,14996,14474,0,0,0,0,44996,0,2.2498,2.333333333,0
50000,1,2,1,38,3,2,3,33759,36388,35527,3500,0,1600,1,105674,5100,2.11348,2.666666667,0.04826163484
470000,1,3,2,37,2,2,0,350110.68,337495.28,325030.39,0,20600,19000,1,1012636.35,39600,2.154545426,1.333333333,0.03910584486
310000,1,2,2,41,0,0,0,350110.68,337495.28,298536,10250,9278,7000,0,986141.96,26528,3.181103097,0,0.02690079226
180000,1,2,1,49,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0
310000,1,1,1,45,-2,-2,-2,8964,1168,6495,1174,6527,0,0,16627,7701,0.05363548387,-2,0.4631623263
160000,1,1,1,42,2,2,0,14137,13613,14634,0,1247,2145,1,42384,3392,0.2649,1.333333333,0.08003020008
500000,1,2,2,32,0,0,0,126599,132527,138945,8000,8500,7000,0,398071,23500,0.796142,0,0.05903469482
380000,1,2,1,37,0,0,0,288908,288614,245375,12036,11483,9578,0,822897,33097,2.165518421,0,0.04022010045
250000,1,4,1,35,-2,-2,-2,22839,7745,12035,7783,12046,33718,0,42619,53547,0.170476,-2,1.25641146
500000,1,1,2,39,-1,-1,-1,22204,83528,-200,66522.18,472,70000,0,105532,136994.18,0.211064,-1,1.298129288
210000,1,1,2,33,-1,-1,-1,10635,9921,2570,10046,2570,14722,0,23126,27338,0.1101238095,-1,1.182132665
250000,1,1,1,46,-2,-2,-2,0,0,500,0,500,0,1,500,500,0.002,-2,1
60000,1,1,2,28,0,0,0,59114,59350,62130,2800,4905,10,0,180594,7715,3.0099,0,0.04272013467
200000,1,2,1,44,-1,-1,-1,4735,3668,21602,3679,21666,4971,0,30005,30316,0.150025,-1,1.010364939
200000,1,1,1,30,2,2,2,44411,45379,45858,2000,1500,1000,1,135648,4500,0.67824,2,0.03317409766
20000,1,2,2,44,1,2,2,18330,17743,20346,0,3208,0,0,56419,3208,2.82095,1.666666667,0.05686027757
360000,1,1,1,41,-2,-2,-2,316,736,2178,736,2178,316,1,3230,3230,0.008972222222,-2,1
100000,1,2,1,39,0,0,-2,91300,0,0,0,0,0,0,91300,0,0.913,-0.6666666667,0
180000,1,2,1,37,0,0,0,102937,104598,85805,5000,4100,4010,0,293340,13110,1.629666667,0,0.04469216609
380000,1,1,1,46,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
50000,1,3,1,28,0,0,0,49468,49896,51057,1900,2004,1900,0,150421,5804,3.00842,0,0.03858503799
200000,1,1,2,32,0,0,0,141634,145060,148817,5700,6000,7600,0,435511,19300,2.177555,0,0.04431575781
200000,1,1,1,41,-1,-1,-1,580,580,580,580,580,580,1,1740,1740,0.0087,-1,1
280000,1,1,2,32,0,0,0,217798,202676,199490,10050,10123,10001,0,619964,30174,2.214157143,0,0.04867056797
200000,1,1,1,34,1,-2,-2,0,0,0,0,0,41673,0,0,41673,0,-1,0
150000,1,1,2,30,0,0,0,201864,121338,146685,13230,31280,5979,0,469887,50489,3.13258,0,0.1074492378
360000,1,2,1,31,0,0,0,350110.68,337495.28,276310,14108,11100,6992,1,963915.96,32200,2.677544333,0,0.03340540186
230000,1,1,1,35,-2,-2,-2,392,4106,2562,4114,2566,6286,0,7060,12966,0.03069565217,-2,1.836543909
240000,1,2,3,35,0,0,0,18392,16427,16475,1505,1327,1500,0,51294,4332,0.213725,0,0.08445432214
420000,1,1,1,40,-1,-1,-1,4110,-150,6254,0,6404,20,0,10214,6424,0.02431904762,-1,0.6289406697
450000,1,1,1,37,-2,-2,-2,16666,16662,19428,16662,19432,3005,0,52756,39099,0.1172355556,-2,0.7411289711
10000,1,3,2,34,0,0,0,8820,8813,8464,1100,2148,1158,0,26097,4406,2.6097,0,0.1688316665
100000,1,2,1,30,0,0,0,37218,33720,24666,1641,1200,1000,0,95604,3841,0.95604,0,0.04017614326
180000,1,1,1,45,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
10000,1,3,2,43,0,0,0,9545,10443,7329,1117,1125,2139,0,27317,4381,2.7317,0,0.1603763224
20000,1,3,2,43,0,0,0,15921,16930,17954,1280,1304,1316,1,50805,3900,2.54025,0,0.07676409802
50000,1,1,2,32,0,0,2,15068,18303,20107,3500,2400,0,1,53478,5900,1.06956,0.6666666667,0.1103257414
250000,1,1,2,32,-1,-1,-1,55741,74048,29381,66522.18,29403,56692,0,159170,152617.18,0.63668,-1,0.9588313124
150000,1,2,1,48,0,0,0,118610,121098,123460,4955,4947,3818,0,363168,13720,2.42112,0,0.03777865891
30000,1,2,2,30,0,0,0,29993,29890,28561,1856,1000,1698,0,88444,4554,2.948133333,0,0.05149020849
500000,1,1,1,31,0,0,0,350110.68,337495.28,325030.39,30000,25025,20000,0,1012636.35,75025,2.0252727,0,0.07408878814
120000,1,1,2,31,0,0,0,64670,68574,71849,5000,5000,5000,0,205093,15000,1.709108333,0,0.07313755223
200000,1,1,2,31,-2,-2,-2,15321,1199,933,5006,938,21380,0,17453,27324,0.087265,-2,1.565576119
340000,1,3,1,44,0,0,0,109424,111606,111704,4032,4117,4199,0,332734,12348,0.9786294118,0,0.03711072508
20000,1,2,2,44,0,-1,-1,19696,203,19378,203,20710,1305,0,39277,22218,1.96385,-0.6666666667,0.5656745678
20000,1,2,1,37,0,0,0,11551,9181,7266,1102,2100,1000,0,27998,4202,1.3999,0,0.1500821487
20000,1,3,2,33,1,2,2,16247,15689,18417,0,3000,0,0,50353,3000,2.51765,1.666666667,0.05957936965
220000,1,1,2,34,0,0,-1,14588,6689,4664,5021,4674,9530,0,25941,19225,0.1179136364,-0.3333333333,0.7411048148
20000,1,2,1,34,0,0,0,2799,2164,1854,2005,1200,1500,0,6817,4705,0.34085,0,0.690186299
280000,1,2,1,30,-1,3,2,652,652,326,0,0,476,0,1630,476,0.005821428571,1.333333333,0.2920245399
400000,1,1,1,49,-1,-1,-1,38810,58265,49415,58265,49415,0,0,146490,107680,0.366225,-1,0.7350672401
310000,1,1,2,45,0,0,0,313268,278821,283847,10010,11500,11015,0,875936,32525,2.8256,0,0.03713170825
30000,1,1,1,37,0,0,0,29104,30606,30416,2000,2000,2003,1,90126,6003,3.0042,0,0.06660675055
80000,1,2,2,38,0,0,0,73171,76815,64814,5000,4000,4000,0,214800,13000,2.685,0,0.06052141527
10000,1,4,2,44,0,0,0,8958,8774,9461,1147,1224,1000,0,27193,3371,2.7193,0,0.1239657265
70000,1,3,3,47,0,0,0,67938,64248,59258,2314,2060,1800,0,191444,6174,2.734914286,0,0.03224963958
390000,1,1,2,37,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,0
340000,1,3,1,43,0,0,2,251135,268949,283400,22000,20251,0,0,803484,42251,2.363188235,0.6666666667,0.05258474344
180000,1,1,1,41,1,2,2,114952,117567,119314,6000,5100,5000,1,351833,16100,1.954627778,1.666666667,0.04576034653
100000,1,1,1,31,0,0,0,30505,31509,32597,1509,1597,1520,1,94611,4626,0.94611,0,0.04889494879
360000,1,2,2,37,-2,-2,-2,880,22311,-200,22311,26,0,0,22991,22337,0.06386388889,-2,0.9715540864
50000,1,3,2,44,0,0,0,49911,50525,51463,1762,4800,0,0,151899,6562,3.03798,0,0.04319975773
360000,1,2,2,33,0,0,-1,60219,45680,30878,22694,36063,67000,0,136777,125757,0.3799361111,-0.3333333333,0.9194308985
50000,1,2,2,39,0,0,0,26842,23540,16980,2500,2010,1500,0,67362,6010,1.34724,0,0.08921944123
150000,1,2,1,35,0,0,0,129564,125063,118843,10076,10050,30000,0,373470,50126,2.4898,0,0.1342169384
20000,1,3,1,30,0,0,0,19131,17834,18790,1500,1400,0,0,55755,2900,2.78775,0,0.05201327235
150000,1,1,1,44,0,0,0,152375,122540,129558,5005,10002,5018,1,404473,20025,2.696486667,0,0.04950886709
50000,1,3,1,42,0,0,0,45220,46272,47330,1800,1800,1800,0,138822,5400,2.77644,0,0.03889873363
500000,1,2,1,40,-1,-1,0,1010,4682,8570,4682,5000,5000,0,14262,14682,0.028524,-0.6666666667,1.029448885
280000,1,2,1,39,-2,-2,-2,1525,7391,5234,7430,5234,3316,0,14150,15980,0.05053571429,-2,1.129328622
270000,1,2,1,49,0,0,0,157713,154413,166550,7100,16000,7,0,478676,23107,1.772874074,0,0.04827273563
110000,1,2,2,42,0,0,2,53113,57376,57876,5150,2000,0,0,168365,7150,1.530590909,0.6666666667,0.04246725863
280000,1,2,2,31,0,0,0,136798,129735,118249,4528,4340,3994,0,384782,12862,1.374221429,0,0.03342671955
200000,1,2,1,33,-1,-1,-1,2104,998,846,1003,848,12323,0,3948,14174,0.01974,-1,3.590172239
30000,1,2,2,37,2,2,2,25811,29066,28322,3700,0,1800,1,83199,5500,2.7733,2,0.06610656378
130000,1,3,1,44,0,0,0,124716,128924,131790,6789,12206,6259,0,385430,25254,2.964846154,0,0.0655216252
440000,1,1,2,33,-1,-1,-1,2976,16911,5945,16911,5945,17165,0,25832,40021,0.05870909091,-1,1.549279963
170000,1,2,1,37,1,2,0,77959,76115,79274,0,5000,5000,0,233348,10000,1.372635294,1,0.04285444915
50000,1,1,2,38,0,0,0,50620,47164,48004,3000,3014,6047,0,145788,12061,2.91576,0,0.08272971712
120000,1,3,1,40,-1,-1,0,32161,64308,65015,64308,3000,4000,0,161484,71308,1.3457,-0.6666666667,0.4415793515
500000,1,1,2,37,0,0,0,50140,45984,44584,1862,1593,1538,0,140708,4993,0.281416,0,0.03548483384
120000,1,1,2,31,-1,-1,-1,15665,2647,10293,2647,10363,3600,0,28605,16610,0.238375,-1,0.5806677154
180000,1,2,1,33,0,0,0,65226,71031,74866,10000,5000,5000,0,211123,20000,1.172905556,0,0.09473150723
350000,1,1,2,33,-2,-2,-2,2394,1685,563,1685,569,7572,1,4642,9826,0.01326285714,-2,2.116760017
20000,1,2,2,30,0,0,-1,7534,4704,15226,2000,15300,2000,0,27464,19300,1.3732,-0.3333333333,0.7027381299
160000,1,2,1,39,0,0,0,14658,15666,16694,1258,1286,1289,1,47018,3833,0.2938625,0,0.08152197031
290000,1,1,1,37,-2,-2,-2,-17,3465,10069,3482,10194,4276,0,13517,17952,0.04661034483,-2,1.328105349
180000,1,2,2,30,-1,-1,-1,3229,0,6709,0,6709,0,0,9938,6709,0.05521111111,-1,0.6750855303
200000,1,1,2,32,-1,-1,-1,1125,2182,0,2182,0,0,1,3307,2182,0.016535,-1,0.6598125189
210000,1,2,1,39,-1,-1,-1,1443,1443,1443,1443,1443,1443,0,4329,4329,0.02061428571,-1,1
70000,1,2,2,30,1,-1,0,0,11609,13411,11609,2000,1400,0,25020,15009,0.3574285714,0,0.5998800959
280000,1,2,2,38,2,2,2,163675,168581,170775,9000,6000,5,1,503031,15005,1.796539286,2,0.02982917554
120000,1,3,2,31,1,-2,-2,-81,-200,-200,3,0,0,1,-481,3,-0.004008333333,-1,0
260000,1,1,2,45,-1,-1,-2,6062,-200,-200,0,0,2805,0,5662,2805,0.02177692308,-1.333333333,0.495407983
340000,1,1,2,31,0,0,0,342299,337495.28,325030.39,14000,13000,13000,0,1004824.67,40000,2.955366676,0,0.03980793983
260000,1,1,2,29,0,0,0,56050,52079,52083,6000,6000,5000,0,160212,17000,0.6162,0,0.106109405
140000,1,1,2,29,0,0,0,34052,34677,35065,1553,1601,1564,0,103794,4718,0.7413857143,0,0.04545542132
140000,1,2,1,36,1,-1,0,119279,6771,13380,10000,10000,8000,0,139430,28000,0.9959285714,0,0.2008176146
200000,1,2,1,38,1,2,2,185471,189921,193731,9000,8300,0,0,569123,17300,2.845615,1.666666667,0.03039764691
50000,1,2,2,43,0,0,0,29308,20491,20846,2000,1340,1298,1,70645,4638,1.4129,0,0.06565220469
130000,1,2,2,27,0,0,0,21920,12390,0,1400,0,0,0,34310,1400,0.2639230769,0,0.0408044302
130000,1,1,2,27,0,0,0,71668,47836,0,2000,0,0,0,119504,2000,0.9192615385,0,0.01673584148
50000,1,2,2,28,0,0,0,26538,27592,30627,1500,3500,0,0,84757,5000,1.69514,0,0.05899217764
20000,1,3,1,28,0,0,0,19794,19519,20464,1304,2900,0,0,59777,4204,2.98885,0,0.0703280526
390000,1,1,2,28,0,0,0,18891,19521,28868,6000,10000,2000,0,67280,18000,0.1725128205,0,0.2675386445
50000,1,2,2,28,2,2,2,45769,47213,48162,2500,2000,1523,0,141144,6023,2.82288,2,0.04267273139
30000,1,2,2,29,1,2,0,24180,23498,24532,0,1715,1700,0,72210,3415,2.407,1,0.04729261875
240000,1,2,1,33,-2,-1,0,15220,7549,127494,7575,76651.02,3358,0,150263,87584.02,0.6260958333,-1,0.5828714986
180000,1,1,2,31,-1,-1,-1,6383,3166,13346,3200,13500,4195,0,22895,20895,0.1271944444,-1,0.9126446822
420000,1,1,2,31,-2,-2,-2,7712,72910,18030,35527,18442,11943,0,98652,65912,0.2348857143,-2,0.6681263431
120000,1,1,2,33,2,0,0,52053,52592,53748,2000,2000,2000,1,158393,6000,1.319941667,0.6666666667,0.03788046189
450000,1,1,2,34,-1,-1,-1,12712,1830,1183,1830,1188,1745,0,15725,4763,0.03494444444,-1,0.3028934817
20000,1,1,2,34,0,0,0,19569,2700,0,1000,0,0,1,22269,1000,1.11345,0,0.04490547398
360000,1,2,1,35,-2,-2,-2,-9,-9,-9,0,0,0,1,-27,0,-7.50E-05,-2,0
350000,1,2,2,40,0,0,0,28194,29334,30900,1500,2000,0,0,88428,3500,0.2526514286,0,0.03958022346
180000,1,3,2,44,0,0,0,172064,175287,119687,8000,5018,21000,0,467038,34018,2.594655556,0,0.07283775624
410000,1,2,1,41,0,0,0,350110.68,337495.28,325030.39,16000,17986,18545,0,1012636.35,52531,2.469844756,0,0.05187548324
50000,1,3,1,36,0,0,0,44917,46230,49319,2061,4150,2232,0,140466,8443,2.80932,0,0.06010707217
430000,1,3,1,36,0,0,0,35488,39897,48916,5000,10000,4000,0,124301,19000,0.289072093,0,0.1528547638
200000,1,3,3,48,-1,-1,-1,7331,4760,3529,4780,3529,11726,0,15620,20035,0.0781,-1,1.282650448
180000,1,1,2,35,0,0,0,52160,46545,43604,3022,3005,3002,0,142309,9029,0.7906055556,0,0.06344644401
200000,1,1,1,35,0,0,0,29675,28425,20289,9000,2000,31162,0,78389,42162,0.391945,0,0.5378560767
160000,1,2,1,35,2,2,2,155327,159293,154957,8000,0,7300,1,469577,15300,2.93485625,2,0.03258251575
100000,1,2,1,47,0,0,0,72703,74147,76305,2653,3352,3413,0,223155,9418,2.23155,0,0.04220384934
140000,1,2,2,44,2,0,0,84371,85119,86901,3046,3153,4126,1,256391,10325,1.831364286,0.6666666667,0.04027052432
120000,1,2,1,43,-1,-1,-2,3972,2809,1021,2816,1021,2321,0,7802,6158,0.06501666667,-1.333333333,0.7892847988
360000,1,1,2,37,1,-1,-1,-2,513,1070,515,1075,0,0,1581,1590,0.004391666667,-0.3333333333,1.0056926
120000,1,1,1,41,0,0,0,115467,54921,56542,2000,2500,2800,1,226930,7300,1.891083333,0,0.03216851011
310000,1,1,1,37,-1,-1,-1,46916,5545,17152,5545,17248,6559,0,69613,29352,0.2245580645,-1,0.4216453823
